Accession	Geo_Location	Collection_Date	GenBank_Title
MT326179	USA	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1572/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326180	USA	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1575/2020, complete genome"
MT326181	USA	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-UW-1311/2020, complete genome"
MT326182	USA	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-1365/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326183	USA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1362/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein, nsp11 region, (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326184	USA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1472/2020, complete genome"
MT326185	USA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1342/2020, complete genome"
MT326186	USA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1341/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326187	USA	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1294/2020, complete genome"
MT326188	USA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1402/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein, nsp11 region, (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326189	USA	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1478/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326190	USA	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1436/2020, complete genome"
MT326191	USA	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1422/2020, complete genome"
MT327745	Turkey	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/ERAGEM-001/2020, complete genome"
MT328032	Greece	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/10/2020, complete genome"
MT328033	Greece	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/12/2020, complete genome"
MT328034	Greece	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/16/2020, complete genome"
MT328035	Greece	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/13/2020, complete genome"
MT039874	China	2020-01-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IME-HZ01/2020, complete genome"
MT077125	Italy	2020-01-31	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI1/2020, complete genome"
MT322394	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0001/2020, complete genome"
MT322395	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0002/2020, complete genome"
MT322396	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0003/2020, complete genome"
MT322397	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0004/2020, complete genome"
MT322398	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0005/2020, complete genome"
MT322399	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0006/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT322400	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0007/2020, complete genome"
MT322401	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0008/2020, complete genome"
MT322402	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0009/2020, complete genome"
MT322403	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0010/2020, complete genome"
MT322404	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0011/2020, complete genome"
MT322405	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0012/2020, complete genome"
MT322406	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0016/2020, complete genome"
MT322407	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0017/2020, complete genome"
MT322408	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0018/2020, complete genome"
MT322409	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0019/2020, complete genome"
MT322410	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0020/2020, complete genome"
MT322411	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0021/2020, complete genome"
MT322412	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0024/2020, complete genome"
MT322413	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0031/2020, complete genome"
MT322414	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0033/2020, complete genome"
MT322415	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0034/2020, complete genome"
MT322416	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0036/2020, complete genome"
MT322417	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0038/2020, complete genome"
MT322418	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0039/2020, complete genome"
MT322419	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0040/2020, complete genome"
MT322420	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0042/2020, complete genome"
MT322421	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0043/2020, complete genome"
MT322422	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0044/2020, complete genome"
MT322423	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0045/2020, complete genome"
MT322424	USA: VA	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0046/2020, complete genome"
MT320538	France	2020-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/FRA/KRA-ROB/2020, complete genome"
MT320891	Iran	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-1.1-IPI-8206/2020, complete genome"
MT308692	USA: MI	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0001/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308693	USA: MI	2020-03-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0002/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308694	USA: MI	2020-03-11	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0003/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308695	USA: MI	2020-03-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0004/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308696	USA: MI	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0005/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308697	USA: MI	2020-03-11	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0006/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308698	USA: MI	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0007/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308699	USA: MI	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0008/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308700	USA: MI	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0009/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308701	Tunisia: Tunis	2020-04-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis7266/2020 surface glycoprotein (S) gene, partial cds"
MT308702	USA: NC	2020-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200191/2020, complete genome"
MT308703	USA: NC	2020-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200181/2020, complete genome"
MT308704	USA: NC	2020-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200189/2020, complete genome"
MT293547	Iraq	2020-04-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRQ/KRD/2020 envelope protein (E) gene, partial cds"
MT300186	USA: North Carolina	2020-04-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200173/2020, complete genome"
MT304474	South Korea	2020-02-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2604/2020, complete genome"
MT304475	South Korea	2020-02-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2718/2020, complete genome"
MT304476	South Korea	2020-02-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2719/2020, complete genome"
MT304477	USA: AZ	2020-03-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ_4811/2020, complete genome"
MT304478	USA: FL	2020-03-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_6318/2020, complete genome"
MT304479	USA: GA	2020-03-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1299/2020, complete genome"
MT304480	USA: GA	2020-03-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1320/2020, complete genome"
MT304481	USA: GA	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1445/2020, complete genome"
MT304482	USA: IL	2020-03-01	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL_1293/2020, complete genome"
MT304483	USA: IL	2020-03-01	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL_1375/2020, complete genome"
MT304484	USA: NH	2020-02-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0004/2020, complete genome"
MT304485	USA: NH	2020-03-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0008/2020, complete genome"
MT304486	USA: NY	2020-03-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY_2929/2020, complete genome"
MT304487	USA: OR	2020-03-01	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR_5430/2020, complete genome"
MT304488	USA: RI	2020-03-01	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/RI_0556/2020, complete genome"
MT304489	USA: TX	2020-02-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2039/2020, complete genome"
MT304490	USA: TX	2020-03-01	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2817/2020, complete genome"
MT304491	USA: TX	2020-03-01	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX_2967/2020, complete genome"
MT273658	Pakistan	2020-03-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PAK/IBGE/2020 ORF1ab polyprotein, 3'-to-5' exonuclease region, (ORF1ab) gene, partial cds"
MT281530	Iran	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-01-IPI-8206/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; ORF7b (ORF7b) and nucleocapsid phosphoprotein (N) genes, partial cds; and ORF10 protein (ORF10) gene, complete cds"
MT281577	"China: Anhui, Fuyang"	2020-03-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Fuyang_FY002/2020, complete genome"
MT291826	China: Wuhan	2019-12-30	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH01/2019, complete genome"
MT291827	China: Wuhan	2019-12-30	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH02/2019, complete genome"
MT291828	China: Wuhan	2019-12-30	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH03/2019, complete genome"
MT291829	China: Wuhan	2019-12-30	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH04/2019, complete genome"
MT291830	China: Wuhan	2019-12-30	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH05/2019, complete genome"
MT291831	China: Beijing	2020-01-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ01/2020, complete genome"
MT291832	China: Beijing	2020-01-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ02/2020, complete genome"
MT291833	China: Beijing	2020-01-28	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ03/2020, complete genome"
MT291834	China: Beijing	2020-01-28	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ04/2020, complete genome"
MT291835	China: Beijing	2020-01-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ05/2020, complete genome"
MT291836	China: Beijing	2020-01-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ07/2020, complete genome"
MT292569	Spain	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia13/2020, complete genome"
MT292570	Spain	2020-03-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia17/2020, complete genome"
MT292571	Spain	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia12/2020, complete genome"
MT292572	Spain	2020-03-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia11/2020, complete genome"
MT292573	Spain	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia14/2020, complete genome"
MT292574	Spain	2020-03-02	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia15/2020, complete genome"
MT292575	Spain	2020-03-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia16/2020, complete genome"
MT292576	Spain	2020-03-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia18/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT292577	Spain	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia19/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT292578	Spain	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia20/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT292579	Spain	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia22/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT292580	Spain	2020-02-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia25/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT292581	Spain	2020-02-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia23/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT292582	Spain	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia26/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT293156	USA: WA	2020-03-30	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW391/2020, complete genome"
MT293157	USA: WA	2020-03-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW392/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT293158	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1271/2020, complete genome"
MT293159	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1304/2020, complete genome"
MT293160	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1315/2020, complete genome"
MT293161	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1329/2020, complete genome"
MT293162	USA: WA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1302/2020, complete genome"
MT293163	USA: WA	2020-03-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAUNKNOWN-UW398/2020, complete genome"
MT293164	USA: WA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1287/2020, complete genome"
MT293165	USA: WA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1269/2020, complete genome"
MT293166	USA: WA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1320/2020, complete genome"
MT293167	USA: WA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1319/2020, complete genome"
MT293168	USA: WA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1308/2020, complete genome"
MT293169	USA: WA	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1279/2020, complete genome"
MT293170	USA: WA	2020-03-18	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1327/2020, complete genome"
